Encabezados,name_w,year_w,price,user_score,type_w,region,alcohol_content,wine_grape,pk_score,pn_score,sk_score
209,Protos 27, 2020,"27,90 €","4,5",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,90 PK,94 PN,93 SK
210,Melior de Matarromera Roble, 2022,"9,30 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
211,Bermejo Malvasía Seco, 2022,"22,40 €","4,8",Vino blanco,Lanzarote,"13,0%",Malvasía,NA,NA,NA
212,Dominio de Tares Cepas Viejas, 2018,"16,40 €","4,1",Vino tinto,Bierzo,"14,5%",Mencía,90 PK,91 PN,NA
213,Beronia Reserva, 2017,"14,90 €","4,4",Vino tinto,Rioja,"12,5%",Tempranillo,NA,NA,NA
214,PradoRey Origen Roble, 2022,"7,50 €","4,1",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,90 PN,NA
215,Lanzaga, 2020,"26,90 €","4,2",Vino tinto,Rioja,"14,0%",Tempranillo,94 PK,93 PN,95 SK
216,Bertha Lounge Rosé, 2022,"12,80 €","5,0",Cava,DO Cava,"12,0%",Garnacha,NA,NA,NA
217,Jesús Yllera, 2016,"22,75 €","4,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,93 PK,NA,NA
218,El Sequé, 2021,"25,95 €","4,6",Vino tinto,Alicante,"14,5%",Monastrell,93+ PK,NA,93 SK
219,Valtravieso Crianza, 2020,"16,50 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,90 PN,NA
220,Clos Lojen, 2022,"7,90 €","4,2",Vino tinto,Manchuela,"13,0%",Bobal,93 PK,NA,NA
221,El Bosque, 2021,"102,00 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,97+ PK,97 PN,95 SK
222,Merum Priorati Inici, 2021,"26,90 €","4,6",Vino tinto,Priorat,"15,0%",Garnacha,NA,90 PN,NA
223,Marqués de Cáceres Gaudium, 2019,"43,50 €","4,7",Vino tinto,Rioja,"14,0%",Tempranillo,NA,94 PN,95 SK
224,Ferrer Bobet Vinyes Velles, 2019,"44,95 €","4,7",Vino tinto,Priorat,"14,5%",Cariñena,93 PK,95 PN,94 SK
225,Tomás Postigo 5º Año, 2018,"56,40 €","5,0",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,NA,NA
226,Vivanco Crianza, 2020,"9,30 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,NA,NA
227,Mauro VS, 2020,"65,80 €","4,9",Vino tinto,Castilla y León,"14,5%",Tempranillo,95 PK,94 PN,NA
228,Garum, 2021,"12,75 €","4,3",Vino tinto,Cádiz,"14,5%",Merlot,NA,NA,NA
229,Izadi Crianza, 2020,"10,95 €","4,2",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,93 PN,NA
230,Dominio del Bendito El Primer Paso, 2022,"15,40 €","4,2",Vino tinto,Toro,"15,0%",Tinta de Toro,92 PK,NA,NA
231,Naia, 2022,"9,95 €","4,3",Vino blanco,Rueda,"13,5%",Verdejo,90 PK,91 PN,NA
232,Coto de Imaz Reserva, 2019,"10,90 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,92 SK
233,Arzuaga Reserva, 2019,"41,90 €","4,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,NA,NA
234,Mas Candí Brut Nature, 2021,"12,00 €","3,8",Cava,Corpinnat,"12,0%",Xarel·lo,91 PK,NA,NA
235,Do Ferreiro, 2022,"16,95 €","4,3",Vino blanco,Rías Baixas,"12,5%",Albariño,94 PK,92 PN,NA
236,Perelada Finca Malaveïna, 2021,"22,40 €","4,6",Vino tinto,Empordà,"14,5%",Merlot,90 PK,93 PN,NA
237,Sexto Elemento, 2021,"20,95 €","4,9",Vino tinto,Valencia,"15,5%",Bobal,NA,NA,NA
238,Lustau Palo Cortado Península,,"18,90 €","4,8",Palo cortado,Jerez-Manzanilla,"19,0%",Palomino fino,NA,NA,NA
239,Contino Reserva, 2019,"29,20 €","4,9",Vino tinto,Rioja,"14,0%",Tempranillo,93 PK,92 PN,96 SK
240,Txomin Etxaniz, 2022,"11,50 €","4,6",Vino blanco,Getariako Txakolina,"11,5%",Hondarribi zuri,NA,90 PN,NA
241,12 Volts, 2022,"18,90 €","4,5",Vino tinto,Mallorca,"12,0%",Callet,93 PK,NA,NA
242,Guímaro Camiño Real, 2021,"15,90 €","4,4",Vino tinto,Ribeira Sacra,"13,5%",Garnacha tintorera,94+ PK,94 PN,NA
243,Com Tu, 2019,"36,55 €","4,1",Vino tinto,Montsant,"14,5%",Garnacha,94 PK,NA,NA
244,Terroir Històric Negre, 2021,"19,25 €","4,7",Vino tinto,Priorat,"13,5%",Garnacha,93 PK,NA,93 SK
245,Roda, 2020,"30,90 €","4,6",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,93 PN,93 SK
246,Casa Castillo Monastrell, 2022,"8,95 €","4,1",Vino tinto,Jumilla,"14,5%",Monastrell,92+ PK,92 PN,NA
247,Tinto Figuero 4 Meses, 2021,"10,95 €","4,5",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
248,Parxet Brut,,"11,95 €","4,5",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
249,Finca Valpiedra Reserva, 2015,"19,60 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,93 PN,92 SK
250,Viña Barredero, 2022,"6,90 €","4,2",Vino blanco,Condado de Huelva,"12,0%",Zalema,NA,NA,NA
251,Mas Fontallada Brut Nature,,"5,80 €","4,6",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
252,Finca Cucó Negre, 2022,"7,50 €","4,8",Vino tinto,Montsant,"13,5%",Garnacha,NA,NA,NA
253,Belondrade y Lurton, 2022,"45,90 €","4,9",Vino blanco,Rueda,"14,0%",Verdejo,95 PK,97 PN,NA
254,Viña Alberdi, 2019,"16,70 €","4,3",Vino tinto,Rioja,"14,5%",Tempranillo,92 PK,92 PN,NA
255,Peique Ramón Valle, 2021,"8,45 €","4,0",Vino tinto,Bierzo,"14,5%",Mencía,90 PK,90 PN,NA
256,Artadi Viñas de Gain, 2020,"26,95 €","4,7",Vino tinto,España,"14,5%",Tempranillo,92 PK,94 PN,94 SK
257,Canals & Munné Insuperable Brut Reserva, 2020,"9,40 €","4,5",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
258,Suertes del Marqués Medianías, 2020,"16,90 €","4,0",Vino tinto,Valle de La Orotava,"13,0%",Listán negro,93 PK,92 PN,NA
259,Viña Pomal Gran Reserva, 2015,"27,95 €","4,7",Vino tinto,Rioja,"16,2%",Tempranillo,91 PK,92 PN,NA
260,Palacio de Bornos Verdejo, 2022,"6,40 €","4,5",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,NA
261,Pazo Señorans, 2022,"15,50 €","4,3",Vino blanco,Rías Baixas,"12,5%",Albariño,92 PK,NA,NA
262,Leirana Albariño, 2022,"15,90 €","4,4",Vino blanco,Rías Baixas,"13,0%",Albariño,94 PK,93 PN,92 SK
263,Muga Rosado, 2022,"9,95 €","4,6",Vino rosado,Rioja,"13,5%",Garnacha,90 PK,91 PN,91 SK
264,Muriel Fincas de la Villa Crianza, 2020,"7,95 €","4,1",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
265,Granbazán Etiqueta Verde, 2022,"12,90 €","0,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
266,Marqués de Vargas Reserva, 2018,"27,90 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,92 PK,92 PN,91 SK
267,Pazo Cilleiro, 2022,"9,50 €","4,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
268,Alta Alella Mirgin Reserva, 2019,"12,95 €","4,3",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
269,Pere Ventura Tresor Brut Rosé,,"18,00 €","4,0",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
270,Torre Muga, 2019,"75,90 €","4,2",Vino tinto,Rioja,"14,5%",Tempranillo,95+ PK,94 PN,NA
271,Viña Sastre Crianza, 2020,"21,95 €","4,4",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90+ PK,93 PN,NA
272,Marqués de Burgos Crianza, 2018,"13,75 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,NA
273,Aria Brut Nature,,"7,45 €","4,5",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
274,Viña Bosconia Reserva, 2012,"24,90 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,93 PK,NA,95 SK
275,La Viña de Ayer Garnacha, 2017,"9,50 €","4,0",Vino tinto,Cebreros,"14,0%",Garnacha,92 PK,NA,NA
276,Cava Rimarts Brut Reserva 18, 2022,"10,95 €","4,2",Cava,DO Cava,"11,5%",Macabeo,NA,NA,NA
277,PradoRey Adaro, 2021,"20,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,NA,93 SK
278,Les Brugueres Blanc, 2022,"19,55 €","4,6",Vino blanco,Priorat,"13,5%",Garnacha blanca,91 PK,90 PN,93 SK
279,Predicat, 2018,"11,95 €","4,6",Vino tinto,Priorat,"14,0%",Garnacha,NA,NA,92 SK
280,Enate Crianza, 2019,"9,50 €","4,4",Vino tinto,Somontano,"13,5%",Tempranillo,NA,NA,NA
281,Protocolo Tinto, 2021,"4,65 €","3,9",Vino tinto,Castilla,"14,0%",Tempranillo,NA,NA,NA
282,Flor de Morca, 2022,"8,75 €","4,2",Vino Tinto,Campo de Borja,"15,5%",Garnacha,NA,NA,NA
283,Monopole, 2022,"5,95 €","4,3",Vino blanco,Rioja,"13,0%",Viura,91 PK,NA,92 SK
284,Pago de los Capellanes El Nogal, 2019,"59,40 €","4,6",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,93 PN,NA
285,Loess Inspiration, 2021,"9,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,92 PN,NA
286,Marmellans Negre,,"4,20 €","4,2",Vino tinto,Catalunya,"14,0%",Garnacha,NA,NA,NA
287,Luzón Sin Sulfitos, 2022,"5,95 €","5,0",Vino tinto,Jumilla,"14,5%",Monastrell,NA,NA,NA
288,Tajinaste Blanco Afrutado, 2022,"14,50 €","4,6",Vino blanco,Islas Canarias,"11,0%",Listán blanco,NA,NA,NA
289,Frontonio Microcósmico Macabeo, 2022,"14,25 €","3,0",Vino blanco,Valdejalón,"13,5%",Macabeo,93 PK,93 PN,90 SK
290,Tesalia Arx, 2021,"19,95 €","4,9",Vino tinto,Cádiz,"14,0%",Syrah,90 PK,NA,NA
291,Gorka Izagirre Txacoli Blanco, 2022,"9,95 €","4,5",Vino blanco,Bizkaiko Txakolina,"13,0%",Hondarribi zuri,NA,NA,NA
292,Trus Roble, 2022,"9,95 €","4,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,90 PN,NA
293,Cora de Loxarel, 2022,"8,80 €","4,8",Vino blanco,Penedès,"12,5%",Moscatel de Alejandría,NA,NA,NA
294,Abracadabra Toro, 2021,"12,50 €","4,7",Vino tinto,Toro,"15,0%",Tinta de Toro,NA,NA,NA
295,Braó, 2020,"23,05 €","4,5",Vino tinto,Montsant,"14,0%",Garnacha,92 PK,94 PN,NA
296,Tarima Hill, 2021,"11,40 €","4,3",Vino tinto,Alicante,"15,0%",Monastrell,92 PK,93 PN,NA
297,Losada, 2020,"12,50 €","4,1",Vino tinto,Bierzo,"14,0%",Mencía,91 PK,91 PN,93 SK
298,Albariño Mar de Frades, 2022,"18,50 €","4,6",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
299,12 Lunas, 2020,"10,95 €","4,3",Vino tinto,Somontano,"14,0%",Tempranillo,NA,NA,NA
300,Enrique Mendoza Finca Xaconero, 2021,"11,75 €","3,0",Vino tinto,Alicante,"14,0%",Monastrell,92 PK,NA,NA
301,Celeste Roble, 2022,"9,95 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
302,Grillo, 2014,"37,95 €","4,5",Vino tinto,Somontano,"14,5%",Syrah,NA,NA,NA
303,Campillo Gran Reserva, 2015,"27,90 €","4,0",Vino tinto,Rioja,"13,5%",Tempranillo,90 PK,NA,NA
304,Canals & Munné Dionysus Brut Nature Eco, 2021,"9,95 €","4,8",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
305,Villa de Corullón, 2021,"53,75 €","4,5",Vino tinto,Bierzo,"14,0%",Mencía,95-97 PK,94 PN,95 SK
306,PradoRey Finca La Mina Rva, 2018,"22,55 €","4,5",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,NA,NA,NA
307,Torre La Moreira, 2022,"10,95 €","4,9",Vino blanco,Rías Baixas,"11,5%",Albariño,NA,NA,NA
308,Vallegarcía Viognier, 2020,"24,50 €","4,3",Vino blanco,Castilla,"14,0%",Viognier,92 PK,92 PN,NA
309,Gramona Vi de Glass Gewürztraminer," 2022 (0,37 L)","18,50 €","4,6",Vino de hielo,Penedès,"9,5%",Gewürztraminer,NA,93 PN,NA
310,Peique Godello sobre Lías, 2022,"8,95 €","4,5",Vino blanco,Bierzo,"12,5%",Godello,NA,NA,NA
311,Hacienda López de Haro Crianza, 2020,"7,70 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,91 PK,90 PN,NA
312,Finca Dofí, 2021,"95,90 €","4,7",Vino tinto,Priorat,"14,5%",Garnacha,96-98 PK,96 PN,95 SK
313,Marqués de Cáceres Verdejo, 2022,"6,50 €","4,3",Vino blanco,Rueda,"13,5%",Verdejo,NA,NA,90 SK
314,Agnvs Crianza, 2019,"13,90 €","5,0",Vino tinto,Rioja,"14,0%",Tempranillo,NA,NA,NA
315,Le Naturel, 2022,"8,95 €","4,4",Vino tinto,Navarra,"14,0%",Garnacha,NA,NA,92 SK
316,Finca San Martín, 2019,"9,60 €","4,1",Vino tinto,Rioja,"14,5%",Tempranillo,91+ PK,91 PN,NA
317,Allende, 2014,"21,90 €","4,9",Vino tinto,Rioja,"13,5%",Tempranillo,92 PK,NA,NA
318,Románico, 2021,"10,60 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,92 PK,NA,NA
319,Rafael Cambra Dos, 2021,"9,95 €","4,3",Vino tinto,Valencia,"14,0%",Cabernet franc,91+ PK,92 PN,NA
320,Pago Florentino, 2020,"12,90 €","4,5",Vino tinto,Pago Florentino,"14,0%",Cencibel,90 PK,NA,91 SK
321,Bertha Lounge,,"12,50 €","4,8",Cava,DO Cava,"12,0%",Xarel·lo,NA,NA,NA
322,Acústic Blanc, 2021,"13,20 €","4,2",Vino blanco,Montsant,"14,0%",Garnacha blanca,91 PK,90 PN,NA
323,Artigas, 2020,"22,95 €","4,4",Vino tinto,Priorat,"14,5%",Garnacha,92+ PK,NA,NA
324,Mastinell Brut Real Gran Reserva, 2011,"15,90 €","4,8",Cava,DO Cava,"12,5%",Macabeo,NA,90 PN,NA
325,Sela, 2021,"17,90 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,NA,92 SK
326,Ànima Negra ÀN/2, 2021,"20,90 €","4,6",Vino tinto,España,"13,0%",Callet,91+ PK,NA,NA
327,Sierra Cantabria Colección Privada, 2021,"38,50 €","4,0",Vino tinto,Rioja,"14,5%",Tempranillo,93 PK,95 PN,NA
328,Viña Pedrosa Reserva, 2019,"33,95 €","4,5",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,93+ PK,NA,NA
329,Emilio Moro La Revelía, 2021,"24,90 €","4,0",Vino blanco,Bierzo,"14,0%",Godello,92 PK,NA,93 SK
330,Viña Salceda Crianza, 2019,"8,55 €","3,8",Vino tinto,Rioja,"13,5%",Tempranillo,NA,92 PN,NA
331,Blau, 2021,"8,95 €","4,5",Vino tinto,Montsant,"13,0%",Cariñena,NA,90 PN,NA
332,Almodí, 2022,"9,90 €","4,7",Vino tinto,Terra Alta,"15,5%",Garnacha peluda,NA,NA,90 SK
333,El Jardín de la Emperatriz Tinto, 2019,"11,95 €","4,5",Vino tinto,Rioja,"14,0%",Tempranillo,91 PK,92 PN,92 SK
334,Maria Casanovas Glaç Brut Nature,,"14,90 €","4,8",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
335,López Cristóbal Finca La Colorada Crianza, 2020,"18,50 €","4,4",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,92 PN,NA
336,Altos de Luzón, 2020,"13,75 €","4,9",Vino tinto,Jumilla,"14,5%",Monastrell,NA,91 PN,90 SK
337,Canals & Munné Lola Rosé Brut,,"14,50 €","5,0",Cava,DO Cava,"12,0%",Pinot noir,NA,NA,NA
338,Pago de Carraovejas Cuesta de las Liebres, 2019,"164,95 €","5,0",Vino tinto,Ribera del Duero,"15,0%",Tempranillo,94 PK,96 PN,NA
339,Losada Godello, 2022,"15,20 €","4,5",Vino blanco,Bierzo,"14,0%",Godello,90 PK,NA,93 SK
340,Rafael Cambra Uno, 2021,"14,65 €","4,0",Vino tinto,Valencia,"14,5%",Monastrell,94 PK,90 PN,94 SK
341,Eduardo Peña, 2022,"16,50 €","4,8",Vino blanco,Ribeiro,"13,5%",Treixadura,NA,NA,NA
342,Huguet Reserva Brut Clàssic, 2016,"14,90 €","5,0",Cava,Corpinnat,"12,5%",Parellada,NA,NA,NA
343,Las Moradas de San Martín Senda, 2019,"9,75 €","4,0",Vino tinto,Vinos de Madrid,"14,5%",Garnacha,90 PK,90 PN,NA
344,Por tí, 2020,"25,60 €","5,0",Vino tinto,Jumilla,"15,0%",Monastrell,NA,93 PN,91 SK
345,Lustau Moscatel Emilín,,"20,90 €","4,3",Vino dulce natural,Jerez-Manzanilla,"17,0%",Moscatel de Alejandría,NA,NA,NA
346,Finca l'Argatà, 2019,"35,05 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,94 PK,91 PN,NA
347,Borsao Cabriola, 2018,"10,90 €","4,5",Vino tinto,Campo de Borja,"15,5%",Garnacha,91 PK,NA,92 SK
348,Cair Selección La Aguilera, 2019,"17,90 €","5,0",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,NA,91 PN,NA
349,Bardos Verdejo, 2022,"7,30 €","4,3",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
350,El Pedal, 2021,"8,40 €","3,7",Vino tinto,Rioja,"13,0%",Tempranillo,90 PK,91 PN,NA
351,La Viña de Ayer Albillo Real, 2019,"10,90 €","3,7",Vino naranja,Cebreros,"13,5%",Albillo,92 PK,NA,NA
352,Meraldis Verdejo, 2020,"21,50 €","0,0",Vino blanco,Rueda,"14,0%",Verdejo,92 PK,NA,NA
353,Fuentespina 3 Meses Roble, 2022,"6,80 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
354,La Orquesta, 2019,"14,90 €","4,3",Vino blanco,Castilla y León,"13,0%",Garnacha blanca,93 PK,NA,NA
355,Alma de Luzón, 2020,"37,95 €","4,0",Vino tinto,Jumilla,"15,5%",Monastrell,NA,93 PN,NA
356,Matsu El Recio, 2021,"15,95 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,90 PK,90 PN,NA
357,Blanc Pescador,,"4,50 €","4,3",Vino blanco frizzante,España,"11,5%",Macabeo,NA,NA,NA
358,Descomunal Verdejo, 2022,"4,20 €","4,1",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
359,Borsao Tinto Selección, 2022,"4,95 €","4,1",Vino tinto,Campo de Borja,"14,5%",Garnacha,NA,NA,NA
360,Algueira Mencía, 2022,"11,95 €","3,9",Vino tinto,Ribeira Sacra,"13,0%",Mencía,NA,NA,NA
361,Artigas Blanc, 2020,"24,95 €","5,0",Vino blanco,Priorat,"13,5%",Garnacha blanca,91+ PK,93 PN,NA
362,Madremía, 2021,"10,95 €","4,2",Vino tinto,Toro,"14,5%",Tinta de Toro,92 PK,NA,NA
363,Mas Collet, 2021,"9,80 €","4,3",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,91 SK
364,Bohórquez, 2016,"23,50 €","4,6",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,91 PN,NA
365,Pere Ventura Vintage, 2016,"34,90 €","5,0",Cava,DO Cava,"12,0%",Xarel·lo,NA,94 PN,NA
366,Nita, 2021,"13,50 €","4,6",Vino tinto,Priorat,"14,0%",Garnacha,90 PK,NA,NA
367,Finca Martelo Reserva, 2019,"25,80 €","4,2",Vino tinto,Rioja,"14,5%",Tempranillo,95 PK,94 PN,93 SK
368,Garmón, 2020,"39,95 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,93+ PK,93 PN,NA
369,PradoRey Finca Valdelayegua, 2020,"14,50 €","4,5",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
370,Finca La Colina Sauvignon Blanc, 2022,"15,50 €","4,7",Vino blanco,Rueda,"13,0%",Sauvignon blanc,NA,91 PN,NA
371,Menade Verdejo, 2022,"9,50 €","4,2",Vino blanco,Rueda,"13,0%",Verdejo,NA,90 PN,NA
372,Agustí Torelló Mata Rosat Trepat, 2021,"13,50 €","4,5",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
373,Agustí Torelló Mata Gran Reserva Barrica, 2018,"24,50 €","4,6",Cava,DO Cava,"12,0%",Macabeo,90 PK,90 PN,NA
374,Anna de Codorníu Brut Nature,,"9,35 €","4,2",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
375,Godeval Cepas Vellas, 2022,"24,50 €","0,0",Vino blanco,Valdeorras,"13,0%",Godello,90 PK,92 PN,NA
376,Termes, 2020,"24,50 €","4,5",Vino tinto,Toro,"15,0%",Tinta de Toro,90 PK,93 PN,94 SK
377,Enate Rosado, 2022,"8,65 €","4,4",Vino rosado,Somontano,"14,0%",Cabernet sauvignon,NA,NA,NA
378,San Vicente, 2020,"43,90 €","4,7",Vino tinto,Rioja,"14,5%",Tempranillo peludo,94 PK,95 PN,93 SK
379,Herència Altés L'Estel, 2018,"15,00 €","0,0",Vino tinto,Terra Alta,"15,0%",Garnacha,90+ PK,NA,93 SK
380,Envidia Cochina, 2021,"24,95 €","5,0",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,NA,NA
381,Palomo Cojo, 2022,"8,95 €","4,4",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
382,U Mes U Ardea Rosé Brut Reserva,,"16,90 €","0,0",Cava,DO Cava,"11,5%",Pinot noir,NA,NA,NA
383,El Coto Crianza, 2019,"6,95 €","4,6",Vino tinto,Rioja,"13,5%",Tempranillo,NA,90 PN,90 SK
384,Osborne Pedro Ximenez 1827,,"11,40 €","4,4",Vino dulce,Jerez-Manzanilla,"17,0%",Palomino fino,NA,NA,NA
385,Protos Reserva, 2017,"29,90 €","4,7",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,90 PK,93 PN,91 SK
386,Atance Cuvée Nº 1, 2022,"7,45 €","4,3",Vino blanco,Valencia,"13,5%",Merseguera,90 PK,NA,NA
387,Matsu El Pícaro, 2022,"8,80 €","4,3",Vino tinto,Toro,"14,5%",Tinta de Toro,NA,NA,NA
388,Gramona Argent, 2019,"35,70 €","5,0",Cava,Corpinnat,"12,0%",Chardonnay,92 PK,93 PN,NA
389,O Luar Do Sil Sobre Lías, 2022,"22,20 €","4,0",Vino blanco,Valdeorras,"13,5%",Godello,NA,94 PN,NA
390,AT Roca Brut Nature Reserva, 2021,"14,90 €","0,0",Cava,DO Cava,"12,0%",Macabeo,NA,NA,NA
391,Celeste Crianza, 2020,"21,95 €","4,7",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,90 PN,92 SK
392,Artadi Izar-Leku, 2018,"27,95 €","4,6",Cava,España,"12,5%",Hondarribi zuri,94+ PK,94 PN,93 SK
393,Viña Salceda Reserva, 2018,"13,90 €","4,2",Vino tinto,Rioja,"13,5%",Tempranillo,91 PK,92 PN,NA
394,Añares Terranova Rueda Verdejo, 2022,"6,50 €","4,8",Vino blanco,Rueda,"13,0%",Verdejo,NA,NA,NA
395,Nadal Salvatge Brut, 2016,"19,40 €","4,0",Cava,Corpinnat,"12,0%",Macabeo,NA,NA,NA
396,Reyes de Aragón Reserva Brut Nature,,"17,90 €","5,0",Cava,DO Cava,"11,5%",Chardonnay,NA,NA,NA
397,Barco del Corneta Cucú, 2022,"10,15 €","4,5",Vino blanco,Castilla y León,"13,0%",Verdejo,91 PK,NA,NA
398,César Márquez Valtuille Vino de Villa, 2020,"19,90 €","0,0",Vino tinto,Bierzo,"13,0%",Mencía,94+ PK,NA,NA
399,Izadi Larrosa Negra, 2021,"8,95 €","4,6",Vino tinto,Rioja,"14,5%",Garnacha,91 PK,90 PN,93 SK
400,Santiago Ruiz, 2022,"14,90 €","4,4",Vino blanco,Rías Baixas,"12,5%",Albariño,NA,NA,NA
401,Villa Conchi Brut Rosé,,"9,50 €","3,6",Cava,DO Cava,"11,5%",Trepat,NA,NA,NA
402,Vega Sicilia Único, 2013,"402,55 €","4,8",Vino tinto,Ribera del Duero,"14,5%",Tempranillo,98 PK,96 PN,98 SK
403,Ses Nines Negre, 2022,"11,50 €","4,4",Vino tinto,Mallorca,"13,5%",Mantonegro,NA,NA,NA
404,Azpilicueta Crianza, 2020,"8,95 €","4,3",Vino tinto,Rioja,"13,5%",Tempranillo,NA,91 PN,NA
405,Santa Rosa, 2021,"22,55 €","4,6",Vino tinto,Alicante,"14,5%",Cabernet sauvignon,92 PK,93 PN,NA
406,Guímaro Godello, 2022,"12,90 €","4,2",Vino blanco,Ribeira Sacra,"12,0%",Godello,93 PK,NA,NA
407,Abadía Retuerta Le Domaine, 2022,"38,80 €","4,4",Vino blanco,Abadía Retuerta,"13,5%",Sauvignon blanc,93 PK,93 PN,93 SK
408,Txakoli Aialle, 2022,"11,95 €","4,8",Vino blanco,Getariako Txakolina,"11,0%",Hondarribi zuri,NA,NA,NA
409,Jaros Tinto, 2020,"17,75 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,NA,NA,NA
410,Viña Vilano Roble, 2022,"8,30 €","4,0",Vino tinto,Ribera del Duero,"13,5%",Tempranillo,NA,NA,NA
411,Tolo do Xisto, 2019,"17,00 €","3,0",Vino tinto,Ribeira Sacra,"13,0%",Mencía,90 PK,NA,NA
412,Lafou El Sender, 2020,"11,75 €","4,3",Vino tinto,Terra Alta,"14,5%",Garnacha,91 PK,91 PN,NA
413,Ultreia La Claudina, 2022,"48,40 €","5,0",Vino blanco,Bierzo,"13,5%",Godello,95 PK,NA,NA
414,Naiades, 2019,"22,55 €","4,6",Vino blanco,Rueda,"13,0%",Verdejo,NA,93 PN,92 SK
415,Diaz Bayo 8 Meses Roble, 2022,"8,95 €","4,3",Vino tinto,Ribera del Duero,"14,0%",Tempranillo,90 PK,94 PN,NA
416,Marqués de Cáceres Crianza, 2019,"8,95 €","4,4",Vino tinto,Rioja,"13,5%",Tempranillo,NA,NA,NA
417,Troupe, 2022,"9,95 €","4,8",Vino blanco,Rías Baixas,"13,0%",Albariño,NA,90 PN,NA
418,Rebeldes, 2022,"10,50 €","4,0",Vino tinto,Montsant,"14,5%",Garnacha,NA,NA,NA
419,Vernatxa Blanc, 2022,"17,50 €","4,4",Vino blanco,Terra Alta,"13,0%",Garnacha blanca,NA,NA,NA
420,Altos de Losada, 2021,"19,95 €","3,8",Vino tinto,Bierzo,"14,0%",Mencía,92 PK,NA,93 SK
421,Barón de Ley Reserva, 2018,"10,50 €","4,5",Vino tinto,Rioja,"14,5%",Tempranillo,NA,91 PN,NA
